rowcode	selection	commodity
7608	25	216
7609	25	698
7610	25	385
7611	25	717
7612	25	206
7613	25	314
7614	25	559
7615	25	22
7616	25	174
7617	25	294
7618	25	55
7619	25	1288
7620	25	56
7621	25	687
7622	25	64
7623	25	522
7624	25	466
7625	25	41
7626	25	770
7627	25	66
7628	25	63
7629	25	615
7630	25	345
7631	25	1212
7632	25	1147
7633	25	72
7634	25	143
7635	25	442
7636	25	234
7637	25	467
7638	25	1221
7639	25	51
7640	25	1250
7641	25	28
7642	25	374
7643	25	515
7644	25	54
7645	25	219
7646	25	1100
7647	25	831
7648	25	1242
7649	25	351
7650	25	1238
7651	25	1319
7652	25	1265
7653	25	690
7654	25	285
7655	25	772
7656	25	1144
7657	25	220
7658	25	691
7659	25	104
7660	25	1308
7661	25	1262
7662	25	157
7663	25	75
7664	25	391
7665	25	1282
7666	25	1320
7667	25	777
7668	25	721
7669	25	398
7670	25	414
7671	25	46
7672	25	47
7673	25	1087
7674	25	148
7675	25	1321
7676	25	87
7677	25	649
7678	25	323
7679	25	96
7680	25	334
7681	25	1322
7682	25	594
7683	25	39
7684	25	832
7685	25	1247
7686	25	718
7687	25	202
7688	25	978
7689	25	585
7690	25	231
7691	25	1266
7692	25	1323
7693	25	81
7694	25	136
7695	25	8
7696	25	76
7697	25	787
7698	25	1324
7699	25	208
7700	25	1296
7701	25	156
7702	25	1325
7703	25	864
7704	25	227
7705	25	963
7706	25	1097
7707	25	437
7708	25	162
7709	25	433
7710	25	1044
7711	25	705
7712	25	1120
7713	25	872
7714	25	478
7715	25	1276
7716	25	33
7717	25	2
7718	25	107
7719	25	268
7720	25	267
7721	25	159
7722	25	228
7723	25	971
7724	25	477
7725	25	463
7726	25	740
7727	25	289
7728	25	134
7729	25	953
7730	25	637
7731	25	352
7732	25	1180
7733	25	1326
7734	25	1327
7735	25	1328
7736	25	1181
7737	25	1175
7738	25	93
7739	25	1226
7740	25	1329
7741	25	132
7742	25	182
7743	25	85
7744	25	247
7745	25	99
7746	25	1190
7747	25	1137
7748	25	826
7749	25	500
7750	25	1074
7751	25	902
7752	25	1141
7753	25	1330
7754	25	1070
7755	25	1331
7756	25	341
7757	25	1332
7758	25	1209
7759	25	78
7760	25	142
7761	25	21
7762	25	1333
7763	25	535
7764	25	800
7765	25	940
7766	25	387
7767	25	204
7768	25	1289
7769	25	852
7770	25	1170
7771	25	302
7772	25	972
7773	25	1334
7774	25	570
7775	25	209
7776	25	816
7777	25	969
7778	25	490
7779	25	814
7780	25	686
7781	25	613
7782	25	102
7783	25	456
7784	25	36
7785	25	251
7786	25	425
7787	25	609
7788	25	897
7789	25	904
7790	25	292
7791	25	811
7792	25	495
7793	25	327
7794	25	597
7795	25	1267
7796	25	384
7797	25	382
7798	25	58
7799	25	79
7800	25	61
7801	25	1358
7802	25	789
7803	25	449
7804	25	600
7805	25	1029
7806	25	465
7807	25	616
7808	25	280
7809	25	1359
7810	25	360
7811	25	1230
7812	25	1273
7813	25	1360
7814	25	933
7815	25	149
7816	25	468
7817	25	203
7818	25	558
7819	25	333
7820	25	1094
7821	25	98
7822	25	551
7823	25	655
7824	25	122
7825	25	1093
7826	25	526
7827	25	987
7828	25	778
7829	25	1277
7830	25	430
7831	25	125
7832	26	70
7833	26	227
7834	26	51
7835	26	547
7836	26	186
7837	26	980
7838	26	43
7839	26	597
7840	26	314
7841	26	110
7842	26	121
7843	26	642
7844	26	684
7845	26	1166
7846	26	69
7847	26	98
7848	26	404
7849	26	724
7850	26	673
7851	26	695
7852	26	219
7853	26	239
7854	26	466
7855	26	817
7856	26	360
7857	26	613
7858	26	381
7859	26	341
7860	26	1019
7861	26	917
7862	26	624
7863	26	544
7864	26	41
7865	26	206
7866	26	333
7867	26	94
7868	26	111
7869	26	1063
7870	26	1250
7871	26	864
7872	26	66
7873	26	1247
7874	26	320
7875	26	132
7876	26	1220
7877	26	155
7878	26	1262
7879	26	28
7880	26	357
7881	26	38
7882	26	86
7883	26	543
7884	26	55
7885	26	921
7886	26	50
7887	26	856
7888	26	398
7889	26	294
7890	26	884
7891	26	753
7892	26	150
7893	26	505
7894	26	173
7895	26	941
7896	26	470
7897	26	467
7898	26	161
7899	26	73
7900	26	1169
7901	26	655
7902	26	345
7903	26	175
7904	26	528
7905	26	1038
7906	26	112
7907	26	32
7908	26	611
7909	26	16
7910	26	828
7911	26	1263
7912	26	91
7913	26	776
7914	26	442
7915	26	18
7916	26	1016
7917	26	11
7918	26	824
7919	26	450
7920	26	42
7921	26	399
7922	26	552
7923	26	105
7924	26	182
7925	26	904
7926	26	1212
7927	26	358
7928	26	1264
7929	26	425
7930	26	53
7931	26	401
7932	26	342
7933	26	231
7934	26	434
7935	26	445
7936	26	782
7937	26	17
7938	26	385
7939	26	1243
7940	26	117
7941	26	1
7942	26	10
7943	26	713
7944	26	873
7945	26	650
7946	26	754
7947	26	711
7948	26	144
7949	26	414
7950	26	54
7951	26	1042
7952	26	258
7953	26	816
7954	26	1100
7955	26	698
7956	26	1156
7957	26	129
7958	26	993
7959	26	2
7960	26	975
7961	26	234
7962	26	1074
7963	26	104
7964	26	395
7965	26	883
7966	26	576
7967	26	672
7968	26	211
7969	26	1226
7970	26	247
7971	26	742
7972	26	795
7973	26	331
7974	26	351
7975	26	19
7976	26	409
7977	26	768
7978	26	255
7979	26	138
7980	26	691
7981	26	1297
7982	26	15
7983	26	5
7984	26	1273
7985	26	369
7986	26	671
7987	26	293
7988	26	179
7989	26	146
7990	26	1029
7991	26	540
7992	26	39
7993	26	181
7994	26	637
7995	26	789
7996	26	618
7997	26	379
7998	26	298
7999	26	279
8000	26	446
8001	26	913
8002	26	96
8003	26	1102
8004	26	1181
8005	26	1285
8006	26	641
8007	26	790
8008	26	1128
8009	26	461
8010	26	909
8011	26	244
8012	26	987
8013	26	426
8014	26	21
8015	26	796
8016	26	3
8017	26	364
8018	26	422
8019	26	629
8020	26	242
8021	26	49
8022	26	114
8023	26	191
8024	26	147
8025	26	180
8026	26	56
8027	26	156
8028	26	40
8029	26	515
8030	26	77
8031	26	72
8032	26	6
8033	26	525
8034	26	956
8035	26	766
8036	26	570
8037	26	65
8038	26	1087
8039	26	113
8040	26	377
8041	26	12
8042	26	1043
8043	26	25
8044	26	143
8045	26	22
8046	26	20
8047	26	1252
8048	26	1253
8049	26	1235
8050	26	981
8051	26	1300
8052	26	676
8053	26	126
8054	26	139
8055	26	744
8056	26	950
8057	26	430
8058	26	1306
8059	26	750
8060	26	135
8061	26	1018
8062	26	770
8063	26	1335
8064	26	235
8065	26	315
8066	26	246
8067	26	843
8068	26	1236
8069	26	81
8070	26	228
8071	26	564
8072	26	116
8073	26	202
8074	26	85
8075	26	595
8076	26	477
8077	26	622
8078	26	1336
8079	26	833
8080	26	301
8081	26	122
8082	26	1248
8083	26	1334
8084	26	986
8085	26	608
8086	26	494
8087	26	699
8088	26	14
8089	26	1141
8090	26	468
8091	26	1222
8092	26	375
8093	26	463
8094	26	46
8095	26	539
8096	26	8
8097	26	159
8098	26	302
8099	26	412
8100	26	149
8101	26	102
8102	26	460
8103	26	1363
8104	26	966
8105	26	748
8106	26	151
8107	26	167
8108	26	1313
8109	26	83
8110	26	692
8111	26	428
8112	26	607
8113	26	457
