rowcode	selection	commodity
12557	38	94
12558	38	211
12559	38	869
12560	38	56
12561	38	1029
12562	38	615
12563	38	320
12564	38	79
12565	38	1231
12566	38	1175
12567	38	729
12568	38	898
12569	38	75
12570	38	105
12571	38	881
12572	38	23
12573	38	167
12574	38	33
12575	38	1321
12576	38	32
12577	38	49
12578	38	1367
12579	38	1289
12580	38	432
12581	38	1257
12582	38	956
12583	38	28
12584	38	262
12585	38	415
12586	38	64
12587	38	308
12588	38	687
12589	38	1073
12590	38	1487
12591	38	69
12592	38	1118
12593	38	273
12594	38	959
12595	38	31
12596	38	283
12597	38	739
12598	38	1025
12599	38	341
12600	38	15
12601	38	2
12602	38	1222
12603	38	1317
12604	38	1405
12605	38	1233
12606	38	806
12607	38	334
12608	38	648
12609	38	1102
12610	38	597
12611	38	820
12612	38	954
12613	38	387
12614	38	173
12615	38	467
12616	38	34
12617	38	1248
12618	38	63
12619	38	250
12620	38	12
12621	38	58
12622	38	535
12623	38	125
12624	38	1068
12625	38	255
12626	38	42
12627	38	409
12628	38	937
12629	38	1086
12630	38	26
12631	38	92
12632	38	974
12633	38	1005
12634	39	461
12635	39	114
12636	39	764
12637	39	70
12638	39	950
12639	39	17
12640	39	36
12641	39	826
12642	39	55
12643	39	917
12644	39	38
12645	39	422
12646	39	146
12647	39	43
12648	39	138
12649	39	273
12650	39	50
12651	39	231
12652	39	817
12653	39	44
12654	39	269
12655	39	133
12656	39	110
12657	39	971
12658	39	449
12659	39	19
12660	39	94
12661	39	1156
12662	39	975
12663	39	31
12664	39	3
12665	39	78
12666	39	161
12667	39	816
12668	39	76
12669	39	1303
12670	39	54
12671	39	187
12672	39	466
12673	39	186
12674	39	156
12675	39	135
12676	39	279
12677	39	63
12678	39	150
12679	39	642
12680	39	666
12681	39	64
12682	39	218
12683	39	221
12684	39	173
12685	39	164
12686	39	547
12687	39	22
12688	39	1241
12689	39	996
12690	39	938
12691	39	41
12692	39	144
12693	39	16
12694	39	72
12695	39	26
12696	39	1038
12697	39	570
12698	39	69
12699	39	139
12700	39	77
12701	39	86
12702	39	360
12703	39	75
12704	39	382
12705	39	175
12706	39	1276
12707	39	719
12708	39	83
12709	39	1236
12710	39	1219
12711	39	168
12712	39	25
12713	39	32
12714	39	58
12715	39	357
12716	39	535
12717	39	66
12718	39	132
12719	39	33
12720	39	61
12721	39	522
12722	39	1234
12723	39	399
12724	39	79
12725	39	39
12726	39	1087
12727	39	844
12728	39	1250
12729	39	317
12730	39	1009
12731	39	544
12732	39	585
12733	39	59
12734	39	302
12735	39	129
12736	39	123
12737	39	515
12738	39	11
12739	39	5
12740	39	963
12741	39	81
12742	39	65
12743	39	261
12744	39	1121
12745	39	1086
12746	39	686
12747	39	245
12748	39	401
12749	39	12
12750	39	1265
12751	39	727
12752	39	121
12753	39	1
12754	39	765
12755	39	52
12756	39	1025
12757	39	255
12758	39	782
12759	39	122
12760	39	829
12761	39	385
12762	39	842
12763	39	1018
12764	39	778
12765	39	2
12766	39	474
12767	39	320
12768	39	174
12769	39	734
12770	39	428
12771	39	1196
12772	39	404
12773	39	1243
12774	39	379
12775	39	1248
12776	39	191
12777	39	1143
12778	39	1289
12779	39	219
12780	39	102
12781	39	1315
12782	39	256
12783	39	278
12784	39	741
12785	39	91
12786	39	1042
12787	39	1242
12788	39	10
12789	39	790
12790	39	1275
12791	39	1405
12792	39	328
12793	39	157
12794	39	712
12795	39	87
12796	39	331
12797	39	40
12798	39	42
12799	39	140
12800	39	111
12801	39	698
12802	39	759
12803	39	670
12804	39	1166
12805	39	448
12806	39	597
12807	39	134
12808	39	292
12809	39	387
12810	39	833
12811	39	464
12812	39	1022
12813	39	116
12814	39	8
12815	39	234
12816	39	681
12817	39	828
12818	39	1480
12819	39	74
12820	39	7
12821	39	997
12822	39	763
12823	39	873
12824	39	88
12825	39	308
12826	39	1247
12827	39	1066
12828	39	501
12829	39	691
12830	39	1033
12831	39	711
12832	39	713
12833	39	512
12834	39	53
12835	39	34
12836	39	438
12837	39	492
12838	39	744
12839	39	1036
12840	39	1235
12841	39	913
12842	39	609
12843	39	104
12844	39	254
12845	39	1185
12846	39	812
12847	39	455
12848	39	18
12849	39	986
12850	39	914
12851	39	295
12852	39	888
12853	39	327
12854	39	626
12855	39	837
12856	39	505
12857	39	204
12858	39	398
12859	39	92
12860	39	1120
12861	39	1074
12862	39	13
12863	39	551
12864	39	687
12865	39	294
12866	39	119
12867	39	1222
12868	39	67
12869	39	909
12870	39	343
12871	39	753
12872	39	351
12873	39	21
12874	39	846
12875	39	766
12876	39	1204
12877	39	717
12878	39	1059
12879	39	994
12880	39	1137
12881	39	795
12882	39	1233
12883	39	247
12884	39	426
12885	39	489
12886	39	786
12887	39	1102
12888	39	520
12889	39	115
12890	39	274
12891	39	1228
12892	39	410
12893	39	189
12894	39	262
12895	39	29
12896	39	153
12897	39	768
12898	39	409
12899	39	647
12900	39	1005
12901	39	661
12902	39	636
12903	39	616
12904	39	552
12905	39	618
12906	39	775
12907	39	469
12908	39	1095
12909	39	211
12910	39	1382
12911	39	447
12912	39	267
12913	39	1459
12914	39	1488
12915	39	227
12916	39	465
12917	39	352
12918	39	359
12919	39	525
12920	39	23
12921	39	167
12922	39	1175
12923	39	155
12924	39	815
12925	39	203
12926	39	1132
12927	39	864
12928	39	80
12929	39	1000
12930	39	1117
12931	39	1306
12932	40	790
12933	40	795
12934	40	1038
12935	40	31
12936	40	515
12937	40	1228
12938	40	122
12939	40	1
12940	40	161
12941	40	53
12942	40	585
12943	40	17
12944	40	55
12945	40	328
12946	40	972
12947	40	5
12948	40	144
12949	40	817
12950	40	292
12951	40	12
12952	40	6
12953	40	333
12954	40	466
12955	40	828
12956	40	503
12957	40	153
12958	40	311
12959	40	133
12960	40	97
12961	40	50
12962	40	1370
12963	40	399
12964	40	79
12965	40	61
12966	40	648
12967	40	1081
12968	40	879
12969	40	465
12970	40	306
12971	40	138
12972	40	1005
12973	40	279
12974	40	156
12975	40	91
12976	40	39
12977	40	251
12978	40	379
12979	40	1299
12980	40	1102
12981	40	950
12982	40	469
12983	40	461
12984	40	474
12985	40	234
12986	40	552
12987	40	54
12988	40	175
12989	40	769
12990	40	114
12991	40	732
12992	40	72
12993	40	135
12994	40	1095
12995	40	174
12996	40	41
12997	40	261
12998	40	939
12999	40	81
13000	40	254
13001	40	544
13002	40	143
13003	40	10
13004	40	1306
13005	40	376
13006	40	673
13007	40	186
13008	40	26
13009	40	1008
13010	40	23
13011	40	136
13012	40	94
13013	40	401
13014	40	410
13015	40	975
13016	40	191
13017	40	578
13018	40	773
13019	40	1293
13020	40	687
13021	40	320
13022	40	1253
13023	40	956
13024	40	431
13025	40	231
13026	40	243
13027	40	381
13028	40	1243
13029	40	22
13030	40	360
13031	40	848
13032	40	698
13033	40	1272
13034	40	618
13035	40	331
13036	40	269
13037	40	1163
13038	40	30
13039	40	222
13040	40	18
13041	40	1236
13042	40	7
13043	40	36
13044	40	32
13045	40	539
13046	40	110
13047	40	157
13048	40	1248
13049	40	1242
13050	40	3
13051	40	102
13052	40	810
13053	40	70
13054	40	38
13055	40	43
13056	40	1214
13057	40	597
13058	40	731
13059	40	76
13060	40	573
13061	40	252
13062	40	142
13063	40	78
13064	40	150
13065	40	235
13066	40	1352
13067	40	664
13068	40	671
13069	40	219
13070	40	1156
13071	40	535
13072	40	766
13073	40	208
13074	40	567
13075	40	1060
13076	40	450
13077	40	923
13078	40	1291
13079	40	506
13080	40	738
13081	40	21
13082	40	1276
13083	40	85
13084	40	11
13085	40	606
13086	40	812
13087	40	19
13088	40	273
13089	40	1120
13090	40	1456
13091	40	29
13092	40	293
13093	40	863
13094	40	126
13095	40	145
13096	40	796
13097	40	1063
13098	40	764
13099	40	352
13100	40	1364
13101	40	1435
13102	40	987
13103	40	1226
13104	40	756
13105	40	575
13106	40	619
13107	40	66
13108	40	765
13109	40	274
